,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
1197,833,L'Amourette,U.S.A,2012,Venezuela,Carenero Superior,75.0,3.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chalky,fatty,sweet,
1198,833,L'Amourette,U.S.A,2012,Venezuela,Rio Caribe,75.0,3.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chalky,cocoa,tangy,
1199,853,L'Amourette,U.S.A,2012,Blend,"Peru, Ecuador, Venezuela",72.0,3.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,nutty,woody,
1200,1784,L'Amourette,U.S.A,2016,Nicaragua,Rugoso,80.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,grassy,roasty,
1201,2048,Land,U.k.,2018,Nicaragua,"Nicaliso, Bocay",73.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,dairy,roasty,
1202,2048,Land,U.k.,2018,Honduras,San Pedro Sula,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,rich cocoa,,
1203,2048,Land,U.k.,2018,Nicaragua,Nueva Guinea,71.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,simple,earthy,cocoa,
1204,1972,Landmark (Amano),U.S.A,2017,Bolivia,"Tranquilidad, Itinez Province",74.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,well balanced,melon,,
1205,2266,Legast,Belgium,2019,Peru,Piura,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,light color,grape,
1206,2262,Legast,Belgium,2019,Costa rica,Upala,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,base cocoa,mild ham,woody,
1207,2266,Legast,Belgium,2019,Colombia,"Chucuri, finca los lagos el Carmen",70.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,off,hammy,
1208,1371,Letterpress,U.S.A,2014,Peru,Maranura,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,sticky,cocoa,
1209,1562,Letterpress,U.S.A,2015,Trinidad,"San Juan Estate, Gran Couva",70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa,spice,fruit,
1210,1566,Letterpress,U.S.A,2015,Tanzania,Kokoa Kamili,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,subtle,spicy,banana,
1211,1562,Letterpress,U.S.A,2015,Bolivia,Beniamo,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,nutty,mushroom,
1212,1566,Letterpress,U.S.A,2015,Dominican republic,"La Red, Guaconejo",70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,red fruit,brownie,,
1213,1566,Letterpress,U.S.A,2015,Costa rica,San Andres,70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,black pepper,woody,
1214,1728,Letterpress,U.S.A,2016,Liberia,Liberia,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,black licorice,,
1215,1984,Letterpress,U.S.A,2017,Peru,Ucayali,70.0,4.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild,licorice,coffee,cocoa
1216,1952,Letterpress,U.S.A,2017,Honduras,"La Masica, Batch 7, FHIA",70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong raspberry,mocha,,
1217,1952,Letterpress,U.S.A,2017,Belize,"Maya Mtn, Batch 18, Heirloom",70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smokey,mild berry,,
1218,2122,Letterpress,U.S.A,2018,Ghana,Ashanti,70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,brownie,,,
1219,2338,Letterpress,U.S.A,2019,Jamaica,"Bachelor's Hall, batch 0001",70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,woody,mocha,molasses,
1220,2442,Letterpress,U.S.A,2019,Bolvia,"Tranquilidad, beniano",70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spoiled milk,sweet,molasses,
1221,1231,Levy,Finland,2014,Madagascar,Sambirano,71.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,citrus,,
1222,1856,Lilla,Finland,2016,Madagascar,Madagascar,70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet edge,bright fruit,off,
1223,903,Lillie Belle,U.S.A,2012,Peru,La Selva,68.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich cocoa,spicy edge,,
1224,855,Lillie Belle,U.S.A,2012,Peru,Perfect Illusion,65.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,strawberry,cocoa,
1225,903,Lillie Belle,U.S.A,2012,Bolivia,"Bolivia, Wild Thing",68.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,nutty,melon like,
1226,947,Lillie Belle,U.S.A,2012,Bolivia,Wild Thing,68.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,grassy,cocoa,
1227,947,Lillie Belle,U.S.A,2012,Dominican republic,"The Other One, Grand Cru",74.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,roasty,cocoa,
1228,947,Lillie Belle,U.S.A,2012,Blend,"Purple Haze, Venezuela, Dom. Rep.",75.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grits,roasted,nutty,
1229,157,Lindt & Sprungli,Switzerland,2007,Blend,Excellence (US Version),85.0,3.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,harsh burnt,mild cocoa,tang,
1230,1049,Loiza,Puerto rico,2013,Puerto rico,Puerto Rico,65.0,2.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,black pepper,vanilla,harsh,
1231,1097,Lonohana,U.S.A,2013,U.s.a.,"Hawai'i Island, Hawaiian Crown, Kona Vanilla",70.0,3.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,floral,vanilla,candy
1232,1093,Lonohana,U.S.A,2013,U.s.a.,"O'ahu Island, Opaeula Estate, Nene, CG Exclusive",71.0,3.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,aluminum,mild coffee,roasty,
1233,1097,Lonohana,U.S.A,2013,U.s.a.,"O'ahu Island, Opaeula Estate, Ele'ele",72.0,3.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong,brandy,smoke,
1234,1383,Lonohana,U.S.A,2014,U.s.a.,"O'ahu Island, Haleiwa, Lonohana E., Kanahiku",70.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,candied,complex,
1235,1395,Lonohana,U.S.A,2014,U.s.a.,"O'ahu Island, Haleiwa E, 2014",75.0,3.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dairy,pudding,,
1236,1395,Lonohana,U.S.A,2014,U.s.a.,"O'ahu Island, Haleiwa E, 2014",65.0,3.25,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,candy-like,nutty,
1237,1502,Love Bar,U.S.A,2015,Nicaragua,Nicaragua,75.0,2.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,multiple off flavors,metallic,,
1238,2198,Love Brown,Taiwan,2018,Nicaragua,Chuno,78.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense mocha flavor,,,
1239,2198,Love Brown,Taiwan,2018,Nicaragua,O'Payo,80.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,mild dairy,,
1240,2194,Love Brown,Taiwan,2018,Sumatra,Sumatra,70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smokey,earthy,cocoa,
1241,2194,Love Brown,Taiwan,2018,Nicaragua,Medalla,75.0,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,potting soil,,,
1242,1976,Luisa Abram,Brazil,2017,Brazil,"Rio Purus, 2016 Harvest",81.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,burnt,earthy,
1243,2238,Luisa Abram,Brazil,2018,Brazil,"Rio Acara, Wild Amazon",70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rustic,basic cocoa,earthy,
1244,552,Luker,Colombia,2010,Colombia,Santander,65.0,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,marshmallow,rich brownie,,
1245,552,Luker,Colombia,2010,Blend,"Macondo, Colombia, Ecuador",60.0,3.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,marshmallow,cocoa,
1246,552,Luker,Colombia,2010,Blend,"Misterio, Colombia, Ecuador",58.0,3.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,watered down coffee,cocoa,,
1247,552,Luker,Colombia,2010,Blend,"Selva, Colombia, Ecuador",46.0,2.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,very sweet,caramel,candy,
1248,2430,MADE,U.S.A,2019,Ghana,Ghana,75.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,cocoa base,ashey,
1249,2426,MADE,U.S.A,2019,Uganda,Uganda,75.0,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,roasty,rubbery,
1250,284,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,63.0,4.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,nutty,cocoa,
1251,284,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,70.0,3.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,woody,peanut butter,
1252,284,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,67.0,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,red berry,cocoa,
1253,288,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,75.0,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,bitter,nutty,
1254,607,Madre,U.S.A,2010,Mexico,"Chiapas, Triple Cacao",72.0,2.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,raisiny,chewy,,
1255,693,Madre,U.S.A,2011,Costa rica,Upala,70.0,2.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,strong vanilla,pepper,
1256,672,Madre,U.S.A,2011,Dominican republic,Dominican,70.0,2.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,strong vanilla,
1257,995,Madre,U.S.A,2012,U.s.a.,Kaua'i Island,70.0,3.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,vanilla,brownie,peanut,
1258,991,Madre,U.S.A,2012,U.s.a.,"Hawai'i Island, Hamakua Coast, Kokoleka",70.0,3.25,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,vanilla,rich fruit,
1259,995,Madre,U.S.A,2012,U.s.a.,"Criollo, Hawaii",70.0,3.25,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,burnt nuts,woody,
1260,1085,Madre,U.S.A,2013,Brazil,Brazil,70.0,3.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong vanilla,nut,coffee,
1261,1085,Madre,U.S.A,2013,Puerto rico,Puerto Rico,70.0,2.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense vanilla,swiss miss,,
1262,1089,Madre,U.S.A,2013,U.s.a.,"Hawai'i Island, Choobua, Kona",70.0,2.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,vanilla,candy-like,
1263,1089,Madre,U.S.A,2013,Mexico,"Xocunusco, Chiapas, Pichucalco",70.0,2.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,vanilla,earthy,caramel,
1264,1940,Madre,U.S.A,2017,Solomon islands,Guadalcanal,73.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild earthy,mild cocoa,nut,
1265,308,Maglio,Italy,2008,Dominican republic,Santo Domingo,70.0,3.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,hay,nutty,
1266,308,Maglio,Italy,2008,Cuba,Cuba,70.0,3.25,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,cooling sensation,,
1267,308,Maglio,Italy,2008,Ecuador,Ecuador,70.0,3.0,4,have_bean,have_not_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,nutty,mass market,
1268,300,Maglio,Italy,2008,Tanzania,Africa,75.0,2.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chalky,astringent,vanilla,
1269,531,Majani,Italy,2010,Ecuador,Ecuador,70.0,2.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong vanilla,some spice,,
1270,184,Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Mora Mora 2006,73.0,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,sublte grape notes,,
1271,184,Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Sambirano 2006,75.0,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cardboard,tea-like,,
1272,1121,Malagos,Philippines,2013,Philippines,"Davao, Mt. Talamo foothills",65.0,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,cocoa,
1273,2226,Malai,Thailand,2018,Thailand,Chantaburi,70.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,gummy,smokey,hammy,
1274,311,Malie Kai (Guittard),U.S.A,2009,U.s.a.,"O'ahu Island, N. Shore, Waialua Estate",55.0,2.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,vanilla,easter candy,
1275,502,Malie Kai (Guittard),U.S.A,2010,U.s.a.,"O'ahu Island, N. Shore, Waialua Estate w/ nibs",55.0,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,crunchy,very sweet,
1276,1856,Malmo,Sweden,2016,Venezuela,Chuao,70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,hammy,unrecognizable,,
1277,821,Mana,U.S.A,2012,Dominican republic,Conacado,74.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,berry,nutty,sour,
1278,1219,Mana,U.S.A,2014,Venezuela,Venezuela,74.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,green,,
1279,1219,Mana,U.S.A,2014,Peru,Peru,74.0,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rubber,off medicinal,,
1280,1446,Mana,U.S.A,2015,Ecuador,"Ecuador, batch 1212",74.0,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,soil,wet,off notes,
1281,1331,Manifesto Cacao,Colombia,2014,Colombia,Colombia,70.0,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,muted,nutty,,
1282,1003,Manoa,U.S.A,2012,Liberia,"Liberia, batch 174",72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,molassses,intense,off,herb
1283,1007,Manoa,U.S.A,2012,U.s.a.,"O'ahu Island, Winward,Maunawili district, b. 151",72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,molasses,sweet,cocoa,
1284,1007,Manoa,U.S.A,2012,Peru,"Piura, batch 173",72.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,banana,menthol,medicinal,
1285,1007,Manoa,U.S.A,2012,U.s.a.,"Hawai'i Island, Hamakua, Hawaiian Crown, b. 176",72.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,tangy,fruit,earthy
1286,1089,Manoa,U.S.A,2013,U.s.a.,"O'ahu Island, Waiahole, b. 182",72.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,orange,cocoa,,
1287,1522,Manoa,U.S.A,2015,Costa rica,Coto Brus,72.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,balanced,cocoa,
1288,1522,Manoa,U.S.A,2015,Papua new guinea,Markham Valley,72.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smoke,fruit,,
1289,2032,Manoa,U.S.A,2017,Peru,Ucayali,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,fatty,fig,
1290,2442,Manoa,U.S.A,2019,U.s.a.,"Hawai'i Island, Hilo and Kona regions",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,spicy,sticky,intense
1291,871,Manufaktura Czekolady,Poland,2012,Ghana,Grand Cru Ghana,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa,coconut,,
1292,871,Manufaktura Czekolady,Poland,2012,Dominican republic,Grand Cru Dominican Republic,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chewy,brownie like,,
1293,875,Manufaktura Czekolady,Poland,2012,Ecuador,Grand Cru Ecuador,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grits,roaste brownie,,
1294,1255,Manufaktura Czekolady,Poland,2014,Venezuela,Porcelana,70.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,intense,roasty,
1295,1279,Manufaktura Czekolady,Poland,2014,Colombia,Kolumbia,85.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,coarse,intense,nutty,
1296,1844,Manufaktura Czekolady,Poland,2016,Nicaragua,Johe,70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,basic,balanced,deep cocoa,
1297,1848,Manufaktura Czekolady,Poland,2016,Peru,Peru,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,roasty,,
1298,1474,Map Chocolate,U.S.A,2015,Dominican republic,"ROIG, 2014",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fruity,tangy,cocoa,
1299,1474,Map Chocolate,U.S.A,2015,Peru,"Maranon, 2014",62.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,delicate,caramel,peanut,
1300,1478,Map Chocolate,U.S.A,2015,Ecuador,Ecuador,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,coarse,floral,rum,
1301,1606,Map Chocolate,U.S.A,2015,Nicaragua,"A case of the Xerces Blues, triple roast",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich,bright fruit,,
1302,1606,Map Chocolate,U.S.A,2015,Peru,"Tumbes, Dear Mr. Finley, 2014",68.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,lemon,spicy,cocoa,
1303,1634,Map Chocolate,U.S.A,2015,Honduras,Le Chocolat Chaud,78.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grassy,woody,sweet,
1304,1610,Map Chocolate,U.S.A,2015,Tanzania,"Kakoa Kamili, Both Man & Bird & Beast",72.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,fatty,roasty,
1305,1606,Map Chocolate,U.S.A,2015,Trinidad,"San Juan Estate, Cherry Blossoms at Night",70.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,heavy roast,few grits,rich,
1306,1610,Map Chocolate,U.S.A,2015,Colombia,Colombia,75.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,coffee,rubber,
1307,1896,Map Chocolate,U.S.A,2016,Vietnam,"Ben Tre, Surprise Valley",75.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,sour,tart,
1308,1956,Map Chocolate,U.S.A,2017,Vietnam,"Lam Dong, ""Red Poppy""",73.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,tobacco,ashey,
1309,2040,Map Chocolate,U.S.A,2018,Dominican republic,Zorzal Reserve,72.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,creamy,cherry,
1310,2262,Map Chocolate,U.S.A,2018,Mexico,"Tabasco, ""Late for the Train"", batch 12184",72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,spicy,dirty,
